Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85187916265,21100409368,20955138,2053714X,,Functional dissimilarity in mixed forests promotes stem radial growth by mitigating tree water deficit,Zhang H.T.,National Science Review,2024-03-01,1,Journal,Article,nwad320,11,10.1093/nsr/nwad320,Peking University-Beijing-China
85187913736,21100307458,,21508925,,Restoring freshwater habitat mosaics to promote resilience of vulnerable salmon populations,Cordoleani F.,Ecosphere,2024-03-01,0,Journal,Article,e4803,15,10.1002/ecs2.4803,"NOAA Southwest Fisheries Science Center Santa Cruz Laboratory-Santa Cruz-United StatesxUniversity of California, Santa Cruz-Santa Cruz-United States"
85187913357,21101038511,21699275,21699291,,"Collapses, Maxima, Multi-Year Modulation and Trends of the Zapiola Anticyclonic Circulation: Insights From Mercator Reanalysis",Poli L.,Journal of Geophysical Research: Oceans,2024-03-01,0,Journal,Article,e2023JC020269,129,10.1029/2023JC020269,Laboratoire d'Océanographie et du Climat : Expérimentations et Approches Numériques-Paris-France
85187911523,21100240100,,20711050,,Temporal and Spatial Evolution of Meteorological Drought in Inner Mongolia Inland River Basin and Its Driving Factors,Zhang W.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2212,16,10.3390/su16052212,China Institute of Water Resources and Hydropower Research-Beijing-ChinaxInstitute of Water Resources for Pastoral Area Ministry of Water Resources-Hohhot-China
85187908955,21100403190,,23284277,,Projecting Flood Risk Dynamics for Effective Long-Term Adaptation,Schoppa L.,Earth's Future,2024-03-01,0,Journal,Article,e2022EF003258,12,10.1029/2022EF003258,Deutsches GeoForschungsZentrum (GFZ)-Potsdam-GermanyxUniversität Potsdam-Potsdam-Germany
85187908721,21100307458,,21508925,,Nonsignificant elevational trends of soil microbial respiration and temperature sensitivity in a subtropical forest,Zhang B.,Ecosphere,2024-03-01,0,Journal,Article,e4801,15,10.1002/ecs2.4801,Beijing Normal University-Beijing-China
85187886308,21100244850,,20762615,,The Effect of Saponite Clay on Ruminal Fermentation Parameters during In Vitro Studies,Pikhtirova A.,Animals,2024-03-01,0,Journal,Article,738,14,10.3390/ani14050738,Sumy State University-Sumy-Ukraine
85187886102,21101038507,21698953,21698961,,Albedo-Induced Global Warming Potential Following Disturbances in Global Temperate and Boreal Forests,Zhu Q.,Journal of Geophysical Research: Biogeosciences,2024-03-01,0,Journal,Article,e2023JG007848,129,10.1029/2023JG007848,Beijing Normal University-Beijing-China
85187885239,21100240100,,20711050,,Distinguishing between Low- and High-Cost Pro-Environmental Behavior: Empirical Evidence from Two Complementary Studies,Rau H.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2206,16,10.3390/su16052206,Universität Greifswald-Greifswald-Germany
85187885205,38533,10642293,1556195X,,Carbon Accumulation in Peat Soils of Floodplain Mires in the Northeast of the Central Russian Upland,Volkova E.M.,Eurasian Soil Science,2024-03-01,0,Journal,Article,,57,10.1134/S1064229323603049,Tula State University-Tula-Russian Federation
85187883069,21100307458,,21508925,,Estimating multivariate ecological variables at high spatial resolution using a cost-effective matching algorithm,Renne R.R.,Ecosphere,2024-03-01,0,Journal,Article,e4811,15,10.1002/ecs2.4811,Yale School of the Environment-New Haven-United StatesxUnited States Geological Survey-Reston-United States
85187882435,19400157205,,17524571,,Conservation Mitonuclear Replacement: Facilitated mitochondrial adaptation for a changing world,Iverson E.N.K.,Evolutionary Applications,2024-03-01,0,Journal,Article,e13642,17,10.1111/eva.13642,The University of Texas at Austin-Austin-United States
85187882016,21100240100,,20711050,,Can Financial Agglomeration Development Reduce Carbon Emissions? Evidence from the Yangtze River Delta Region of China,He Q.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1718,16,10.3390/su16051718,Nanjing University of Information Science &amp; Technology-Nanjing-China
85187880913,21100244850,,20762615,,Selection Signal Analysis Reveals Hainan Yellow Cattle Are Being Selectively Bred for Heat Tolerance,Wang L.,Animals,2024-03-01,0,Journal,Article,775,14,10.3390/ani14050775,Hainan University-Haikou-China
85187880408,21100240100,,20711050,,Projection of Non-Industrial Electricity Consumption in China’s Pearl River Delta under Global Warming Scenarios,Li T.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2012,16,10.3390/su16052012,Nanjing University of Information Science &amp; Technology-Nanjing-China
85187880136,21100264002,,20457758,,Long-term effects of a tornado: Impacts on woody native vegetation and invasive Amur honeysuckle (Lonicera maackii) in an urban forest,Culley T.M.,Ecology and Evolution,2024-03-01,0,Journal,Article,e10890,14,10.1002/ece3.10890,University of Cincinnati-Cincinnati-United States
85187879377,86430,,20724292,,The Expanding of Proglacial Lake Amplified the Frontal Ablation of Jiongpu Co Glacier since 1985,Zhao X.,Remote Sensing,2024-03-01,0,Journal,Article,762,16,10.3390/rs16050762,Lanzhou University-Lanzhou-China
85187876908,21100240100,,20711050,,CO<inf>2</inf> Emissions from Blade Waste Treatments under Wind Power Scenario in Japan from 2021 to 2100,Nogaki S.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2165,16,10.3390/su16052165,Osaka University-Suita-Japan
85187876295,18854,00431397,19447973,,Geologic Controls on Apparent Root-Zone Storage Capacity,Hahm W.J.,Water Resources Research,2024-03-01,0,Journal,Article,e2023WR035362,60,10.1029/2023WR035362,Simon Fraser University-Burnaby-Canada
85187874538,21100788294,,22237747,,Climate Factors Influence Above- and Belowground Biomass Allocations in Alpine Meadows and Desert Steppes through Alterations in Soil Nutrient Availability,Wang J.,Plants,2024-03-01,0,Journal,Article,727,13,10.3390/plants13050727,Xinjiang Normal University-Urumqi-China
85187873360,21848,08866236,19449224,,Atypical Seasonality of the Silicon Cycle in the Yellow River Estuary and Bohai Sea Revealed by Stable Silicon Isotopes,Cui Q.,Global Biogeochemical Cycles,2024-03-01,0,Journal,Article,e2023GB007894,38,10.1029/2023GB007894,University of Chinese Academy of Sciences-Beijing-ChinaxInstitute of Oceanology Chinese Academy of Sciences-Qingdao-China
85187872826,21101041558,,26621355,,Co-benefits for net carbon emissions and rice yields through improved management of organic nitrogen and water,Liu B.,Nature Food,2024-03-01,0,Journal,Article,,5,10.1038/s43016-024-00940-z,Southwest University-Chongqing-ChinaxChina Agricultural University-Beijing-China
85187871886,21100240100,,20711050,,"A Neopragmatic Perspective on the Processual Nature of Landscape—Coastal Land Loss in Louisiana in the Context of Scientific Findings, Social Patterns of Interpretation, and Individual Experience",Hinz L.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2078,16,10.3390/su16052078,Eberhard Karls Universität Tübingen-Tubingen-Germany
85187869907,29467,08856087,10991085,,Hydrological dynamics of snowmelt induced streamflow in a high mountain catchment of the Pyrenees under contrasting snow accumulation and duration years,López-Moreno J.I.,Hydrological Processes,2024-03-01,0,Journal,Article,e15127,38,10.1002/hyp.15127,CSIC - Instituto Pirenaico de Ecología-Zaragoza-Spain
85187869689,21100240100,,20711050,,"Landscape, Water, Ground, and Society Sustainability under the Global Change Scenarios",Cianfaglione K.,Sustainability (Switzerland),2024-03-01,0,Journal,Editorial,1897,16,10.3390/su16051897,Universite Catholique de Lille-Lille-France
85187868735,21100264002,,20457758,,Capacity and establishment rules govern the number of nonnative species in communities of ground-dwelling invertebrates,Kaspari M.,Ecology and Evolution,2024-03-01,0,Journal,Article,e10856,14,10.1002/ece3.10856,The University of Oklahoma-Norman-United StatesxConservation and Research Center (National Zoo)-Front Royal-United States
85187867314,19263,11009233,16541103,,Spatiotemporal patterns of microclimatic buffering in relict alpine communities,Jiménez-Alfaro B.,Journal of Vegetation Science,2024-03-01,0,Journal,Article,e13242,35,10.1111/jvs.13242,CSIC-UO-PA - Instituto Mixto de Investigación en Biodiversidad (IMIB)-Mieres-Spain
85187866655,13445,13504827,14698080,,"High performance computing to support land, climate, and user-oriented services: The HIGHLANDER Data Portal",Bottazzi M.,Meteorological Applications,2024-03-01,0,Journal,Article,e2166,31,10.1002/met.2166,CINECA-Bologna-Italy
85187866351,19300157103,1752458X,17524598,,"Urban intensity gradients shape community structure, life-history traits and performance in a multitrophic system",Casanelles-Abella J.,Insect Conservation and Diversity,2024-03-01,1,Journal,Article,,17,10.1111/icad.12728,"ETH Zürich-Zurich-SwitzerlandxTechnische Universität München-Munich-GermanyxEidgenössische Forschungsanstalt für Wald, Schnee und Landschaft WSL-Birmensdorf-Switzerland"
85187864559,62932,,19961073,,A Three-Stage Psychosocial Engineering-Based Method to Support Controversy and Promote Mutual Understanding between Stakeholders: The Case of CO<inf>2</inf> Geological Storage,Nadarajah K.,Energies,2024-03-01,0,Journal,Article,1014,17,10.3390/en17051014,"Centre d'Etudes et d'Expertise sur les Risques, l'Environnement, la Mobilité et l'Aménagement-Bron-FrancexUniversité de Rennes-Rennes-France"
85187852682,18937,00494747,15737438,,Full-fat corn germ improves the performance and milk fat yield of Girolando cows fed sugarcane bagasse and cactus cladodes as forage sources,da Silva C.S.,Tropical Animal Health and Production,2024-03-01,0,Journal,Article,104,56,10.1007/s11250-024-03947-7,Universidade Federal Rural de Pernambuco-Recife-Brazil
85187776589,86430,,20724292,,"Drought Dynamics in the Nile River Basin: Meteorological, Agricultural, and Groundwater Drought Propagation",Nigatu Z.M.,Remote Sensing,2024-03-01,0,Journal,Article,919,16,10.3390/rs16050919,Hawassa University-Awassa-Ethiopia
85187776326,86430,,20724292,,Intra-Annual Cumulative Effects and Mechanisms of Climatic Factors on Global Vegetation Biomes’ Growth,Du G.,Remote Sensing,2024-03-01,0,Journal,Article,779,16,10.3390/rs16050779,Sun Yat-Sen University-Guangzhou-China
85187775963,16530,00319317,13993054,,Tight coupling between leaf δ<sup>13</sup>C and N content along leaf ageing in the N<inf>2</inf>-fixing legume tree black locust (Robinia pseudoacacia L.),Ren W.,Physiologia Plantarum,2024-03-01,0,Journal,Article,e14235,176,10.1111/ppl.14235,Southwest University-Chongqing-ChinaxYunnan University-Kunming-China
85187763182,15131,13541013,13652486,,Decoding autumn phenology: Unraveling the link between observation methods and detected environmental cues,Kloos S.,Global Change Biology,2024-03-01,0,Journal,Article,e17231,30,10.1111/gcb.17231,Technische Universität München-Munich-Germany
85187760243,10600153309,,19326203,,Global reduction of snow cover in ski areas under climate change,Mitterwallner V.,PLoS ONE,2024-03-01,0,Journal,Article,e0299735,19,10.1371/journal.pone.0299735,Universität Bayreuth-Bayreuth-Germany
85187722117,21100240100,,20711050,,Community-Centred Energy Planning: Within and beyond Administrative Borders,Costa V.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2049,16,10.3390/su16052049,Università degli Studi di Genova-Genoa-Italy
85187715598,21100240100,,20711050,,Forest Canopy Height Retrieval and Analysis Using Random Forest Model with Multi-Source Remote Sensing Integration,Zhu W.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1735,16,10.3390/su16051735,Shanghai Ocean University-Shanghai-ChinaxShanghai Estuary Marine Surveying and Mapping Engineering Technology Research Center-Shanghai-ChinaxNansha Islands Coral Reef Ecosystem National Observation and Research Station-Guangzhou-China
85187712311,21100854471,20495838,,,"Emotions: functions and significance for attitudes, behaviour, and communication",Dennison J.,Migration Studies,2024-03-01,0,Journal,Review,,12,10.1093/migration/mnad018,"European University Institute, San Domenico di Fiesole-San Domenico di Fiesole-ItalyxUniversity of East Anglia-Norwich-United Kingdom"
85187712139,21100240100,,20711050,,Climate Change and Jump Dispersal Drive Invasion of the Rosy Wolfsnail (Euglandina rosea) in the United States,Mills D.H.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1929,16,10.3390/su16051929,"The University of Tennessee, Knoxville-Knoxville-United States"
85187706012,25639,00455067,12086037,,Assessing future climate trends and implications for managed forests across Canadian ecozones,Wotherspoon A.R.,Canadian Journal of Forest Research,2024-03-01,0,Journal,Article,,54,10.1139/cjfr-2023-0058,The University of British Columbia-Vancouver-Canada
85187698472,21100240100,,20711050,,The Living Concrete Experiment: Cultivation of Photosynthetically Active Microalgal on Concrete Finish Blocks,Tzortzi J.N.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2147,16,10.3390/su16052147,Politecnico di Milano-Milan-Italy
85187697083,20292,1470160X,,,How a coastal megacity affects marine biodiversity and ecosystem function: Impacts of reduced water quality and other anthropogenic stressors,Gotama R.,Ecological Indicators,2024-03-01,0,Journal,Article,111683,160,10.1016/j.ecolind.2024.111683,"The University of Hong Kong, Swire Institute of Marine Science-Hong Kong-Hong KongxBanjar Adegan Kawan-Bali-Indonesia"
85187685343,21100240100,,20711050,,Biochar Utilization as a Forestry Climate-Smart Tool,Rodriguez Franco C.,Sustainability (Switzerland),2024-03-01,0,Journal,Review,1714,16,10.3390/su16051714,"United States Department of Agriculture-Washington, D.C.-United States"
85187681201,25879,16616596,14220067,,Early Pulmonary Fibrosis-like Changes in the Setting of Heat Exposure: DNA Damage and Cell Senescence,Hou T.,International Journal of Molecular Sciences,2024-03-01,0,Journal,Article,2992,25,10.3390/ijms25052992,Zhejiang Chinese Medical University-Hangzhou-ChinaxZhejiang International Science and Technology Cooperation Base of Air Pollution and Health-Hangzhou-China
85187680087,20292,1470160X,,,Ant invasion in China: An in-depth analysis of the country's ongoing battle with exotic ants,Siddiqui J.A.,Ecological Indicators,2024-03-01,0,Journal,Review,111811,160,10.1016/j.ecolind.2024.111811,South China Agricultural University-Guangzhou-ChinaxGuizhou University-Guiyang-China
85187676766,130109,10000933,,,Greenhouse gas concentration dynamics and winter storage characteristics of two water bodies in the permafrost zone of the Great Hing′an Mountains,Xue J.,Shengtai Xuebao,2024-03-01,0,Journal,Article,,44,10.20103/j.stxb.202304280900,Northeast Forestry University-Harbin-China
85187675210,21100240100,,20711050,,Changes in Concurrent Meteorological Extremes of Rainfall and Heat under Divergent Climatic Trajectories in the Guangdong–Hong Kong–Macao Greater Bay Area,Wang M.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2153,16,10.3390/su16052153,Guangzhou University-Guangzhou-China
85187671931,10600153309,,19326203,,Environmental preferences and critical habitat for the velvet belly lanternshark (Etmopterus spinax) in Icelandic waters,Mattína H.,PLoS ONE,2024-03-01,0,Journal,Article,e0299544,19,10.1371/journal.pone.0299544,Haskoli Islands-Reykjavik-Iceland
85187671524,21100240100,,20711050,,Mitigation and Adaptation Strategies for Different Urban Fabrics to Face Increasingly Hot Summer Days Due to Climate Change,Lassandro P.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2210,16,10.3390/su16052210,Consiglio Nazionale delle Ricerche-Rome-Italy
85187671256,21100240100,,20711050,,A Parametric Integrated Design Approach for Life Cycle Zero-Carbon Buildings,Kamel E.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2001,16,10.3390/su16052001,New York Institute of Technology-Old Westbury-United States
85187671080,21527,11818700,,,Review of climate change and drinking water supply systems: employee perspectives and potential tools for adaptation,Cynthia Compaoré S.M.,Environmental Reviews,2024-03-01,0,Journal,Review,,32,10.1139/er-2023-0052,Université Laval-Quebec-Canada
85187667821,19700188403,21612129,21507511,,Active microbial population dynamics and life strategies drive the enhanced carbon use efficiency in high-organic matter soils,Xu Q.,mBio,2024-03-01,0,Journal,Article,,15,10.1128/mbio.00177-24,Lanzhou University-Lanzhou-ChinaxNanjing Agricultural University-Nanjing-China
85187666820,21100240100,,20711050,,Assessing the Carbon Footprint of Plastic Bottle Blow Mold Based on Product Life Cycle for Managing the Mold Industry’s Carbon Emission,Yavuzdeğer A.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,2149,16,10.3390/su16052149,Adana Alparslan Türkeş Science and Technology University-Adana-Turkey
85187663406,21100240100,,20711050,,Developing a Tool for Calculating the Carbon Footprint in SMEs,Eleftheriadis I.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1905,16,10.3390/su16051905,University of Macedonia-Thessaloniki-Greece
85187661209,130109,10000933,,,Spatio⁃temporal variation in vegetation net primary productivity and its response to climate change in herbaceous marshes on the Qinghai⁃Tibet Plateau,Wu L.,Shengtai Xuebao,2024-03-01,0,Journal,Article,,44,10.20103/j.stxb.202301110075,University of Chinese Academy of Sciences-Beijing-ChinaxNortheast Institute of Geography and Agroecology-Changchun-China
85187513944,17244,00063207,,,Impacts of future permafrost degradation and human modification on terrestrial vertebrates,Ye C.,Biological Conservation,2024-03-01,1,Journal,Article,110475,291,10.1016/j.biocon.2024.110475,Beijing Normal University-Beijing-China
85187512893,27298,10543139,10959289,,"Lessons from Lyme Bay (UK) to inform policy, management, and monitoring of Marine Protected Areas",Renn C.,ICES Journal of Marine Science,2024-03-01,0,Journal,Article,,81,10.1093/icesjms/fsad204,University of Plymouth-Plymouth-United Kingdom
85187509732,17600155041,17520894,17520908,,Connecting geology to ecology,,Nature Geoscience,2024-03-01,0,Journal,Editorial,,17,10.1038/s41561-024-01411-7,
85187496319,21100240100,,20711050,,Sustainable Shift: Analyzing Drivers for Low-Carbon Transportation Adoption in California’s Heavy-Duty and Off-Road Sectors,Chowdhury V.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1722,16,10.3390/su16051722,College of Engineering-Fayetteville-United States
85187496242,27298,10543139,10959289,,Multispecies population-scale emergence of climate change signals in an ocean warming hotspot,Mills K.E.,ICES Journal of Marine Science,2024-03-01,0,Journal,Article,,81,10.1093/icesjms/fsad208,Gulf Maine Research Institute-Portland-United States
85187494397,21100240100,,20711050,,"Research on Microclimate Performance Simulation Application and Scheme Optimization in Traditional Neighborhood Renewal—A Case Study of Donghuali District, Foshan City",Zheng J.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1899,16,10.3390/su16051899,Changsha University of Science and Technology-Changsha-China
85187491439,130124,,14248220,,Improving Dust Aerosol Optical Depth (DAOD) Retrieval from the GEOKOMPSAT-2A (GK-2A) Satellite for Daytime and Nighttime Monitoring,Ahn S.,Sensors,2024-03-01,0,Journal,Article,1490,24,10.3390/s24051490,National Institute of Environmental Research-Icheon-South Korea
85187490711,27298,10543139,10959289,,Climate adaptation depends on rebalancing flexibility and rigidity in US fisheries management,Golden A.S.,ICES Journal of Marine Science,2024-03-01,0,Journal,Article,,81,10.1093/icesjms/fsad189,University of Washington-Seattle-United States
85187488454,86430,,20724292,,Monitoring Spatial–Temporal Variations in River Width in the Aral Sea Basin with Sentinel-2 Imagery,Zhou J.,Remote Sensing,2024-03-01,0,Journal,Article,822,16,10.3390/rs16050822,Hohai University-Nanjing-China
85187487848,21100255400,,20734441,,Participatory Analysis of Impacts of Agricultural Production Systems in a Watershed Depicting Southern Brazilian Agriculture,Troian A.,Water (Switzerland),2024-03-01,0,Journal,Article,716,16,10.3390/w16050716,Universidade Federal de Santa Maria-Santa Maria-Brazil
85187486695,21100788294,,22237747,,"The Impact of Water Potential and Temperature on Native Species’ Capability for Seed Germination in the Loess Plateau Region, China",Hu G.,Plants,2024-03-01,0,Journal,Article,693,13,10.3390/plants13050693,Shaanxi Normal University-Xi'an-China
85187486532,15131,13541013,13652486,,Land surface conductance linked to precipitation: Co-evolution of vegetation and climate in Earth system models,Franks P.J.,Global Change Biology,2024-03-01,0,Journal,Article,e17188,30,10.1111/gcb.17188,The University of Sydney-Sydney-Australia
85187484834,21100788294,,22237747,,Advanced Biotechnological Interventions in Mitigating Drought Stress in Plants,Şimşek Ö.,Plants,2024-03-01,0,Journal,Review,717,13,10.3390/plants13050717,Erciyes Üniversitesi-Kayseri-Turkey
85187483376,21100240100,,20711050,,The Impact of Low-Carbon City Pilot Policies on Green Innovation Efficiency in Chinese Cities: An Empirical Analysis Based on the Multi-Period PSM-DID Model,Du Y.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1812,16,10.3390/su16051812,China University of Petroleum-Beijing-Beijing-ChinaxUniversity of International Business and Economics-Beijing-China
85187482584,86430,,20724292,,A New Evapotranspiration-Based Drought Index for Flash Drought Identification and Monitoring,Li P.,Remote Sensing,2024-03-01,0,Journal,Article,780,16,10.3390/rs16050780,Aerospace Information Research Institute-Beijing-ChinaxUniversity of Chinese Academy of Sciences-Beijing-ChinaxInternational Research Center of Big Data for Sustainable Development Goals-Beijing-China
85187481960,21100788294,,22237747,,Aboveground Biomass Mapping and Analysis of Spatial Drivers in the Qinghai–Xizang Plateau Permafrost Zone: A Case Study of the Beilu River Basin,Wu Y.,Plants,2024-03-01,0,Journal,Article,686,13,10.3390/plants13050686,National Cryosphere Desert Data Center-Lanzhou-China
85187480852,62932,,19961073,,A Review of Passive Solar Heating and Cooling Technologies Based on Bioclimatic and Vernacular Architecture,Toroxel J.L.,Energies,2024-03-01,0,Journal,Review,1006,17,10.3390/en17051006,Universidade do Minho-Braga-Portugal
85187480375,86430,,20724292,,Marine Heatwave and Terrestrial Drought Reduced CO<inf>2</inf> Uptake in the East China Sea in 2022,Yu S.,Remote Sensing,2024-03-01,0,Journal,Article,849,16,10.3390/rs16050849,Ministry of Natural Resources of the People's Republic of China-Beijing-ChinaxJimei University-Xiamen-China
85187479686,21100788294,,22237747,,Evaluating the Effect of Deficit Irrigation on Yield and Water Use Efficiency of Drip Irrigation Cotton under Film in Xinjiang Based on Meta-Analysis,Xu Q.,Plants,2024-03-01,0,Journal,Article,640,13,10.3390/plants13050640,Tarim University-Aral-China
85187479422,21848,08866236,19449224,,Integrating Trait-Based Stoichiometry in a Biogeochemical Inverse Model Reveals Links Between Phytoplankton Physiology and Global Carbon Export,Sullivan M.R.,Global Biogeochemical Cycles,2024-03-01,0,Journal,Article,e2023GB007986,38,10.1029/2023GB007986,"University of California, Irvine-Irvine-United States"
85187479329,130124,,14248220,,"Multivariable Air-Quality Prediction and Modelling via Hybrid Machine Learning: A Case Study for Craiova, Romania",El Mghouchi Y.,Sensors,2024-03-01,0,Journal,Article,1532,24,10.3390/s24051532,Université Moulay Ismaïl-Meknes-Morocco
85187479126,21100255400,,20734441,,"The Temporal-Stability-Based Irrigation MAPping (TSIMAP) Method: A Virtuous Trade-Off between Accuracy, Flexibility, and Facility for End-Users",Dari J.,Water (Switzerland),2024-03-01,0,Journal,Article,644,16,10.3390/w16050644,"Università degli Studi di Perugia-Perugia-ItalyxIstituto Di Ricerca Per La Protezione Idrogeologica, Perugia-Perugia-Italy"
85187477338,29539,1525755X,15257541,,An Unexpected Decline in Spring Atmospheric Humidity in the Interior Southwestern United States and Implications for Forest Fires,Jacobson T.W.P.,Journal of Hydrometeorology,2024-03-01,0,Journal,Article,,25,10.1175/JHM-D-23-0121.1,Lamont-Doherty Earth Observatory-Palisades-United StatesxColumbia University-New York-United States
85187476839,62932,,19961073,,Production of Sustainable Adsorbents for CO<inf>2</inf> Capture Applications from Food Biowastes,Rubiera F.,Energies,2024-03-01,0,Journal,Article,1205,17,10.3390/en17051205,"CSIC-Instituto de Ciencia y Tecnología del Carbono, (INCAR)-Oviedo-Spain"
85187476188,21100240100,,20711050,,How Does Ant Forest Influence Low Carbon Consumption Behavior: An Analysis Based on the S-O-R Model,Xiong W.,Sustainability (Switzerland),2024-03-01,0,Journal,Article,1736,16,10.3390/su16051736,PetroChina Southwest Oil &amp; Gas Field Company-Chengdu-China
85187450603,86430,,20724292,,Evaluating the Ability of the Sentinel-1 Cross-Polarization Ratio to Detect Spring Maize Phenology Using Adaptive Dynamic Threshold,Ma Y.,Remote Sensing,2024-03-01,0,Journal,Article,826,16,10.3390/rs16050826,China University of Geosciences-Wuhan-China
85187449770,15131,13541013,13652486,,Global patterns of tree wood density,Yang H.,Global Change Biology,2024-03-01,0,Journal,Article,e17224,30,10.1111/gcb.17224,Max Planck Institute for Biogeochemistry-Jena-Germany
85187449461,27788,00223670,15200485,,Wave Spectra Analysis on the Spatiotemporal Variability of Sea States under Distinct Typhoon Tracks in a Semienclosed Sea,Peng J.,Journal of Physical Oceanography,2024-03-01,0,Journal,Article,,54,10.1175/JPO-D-23-0066.1,"Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences-Yantai-ChinaxUniversity of Chinese Academy of Sciences-Beijing-ChinaxShandong Key Laboratory of Coastal Environmental Processes-Yantai-China"
85187449261,29539,1525755X,15257541,,Estimation of Surface Sensible Heat Flux due to Precipitation over CONUS and Its Impact on Urban Extreme Precipitation Modeling,Tan H.,Journal of Hydrometeorology,2024-03-01,0,Journal,Article,,25,10.1175/JHM-D-23-0068.1,Argonne National Laboratory-Lemont-United States
85187448157,21100788294,,22237747,,Flooding Length Mediates Fencing and Grazing Effects on Soil Respiration in Meadow Steppe,Qu Y.,Plants,2024-03-01,0,Journal,Article,666,13,10.3390/plants13050666,Nature Conservation Agency of the Czech Republic-Prague-Czech RepublicxChina Agricultural University-Beijing-China
85187447153,12016,0706652X,12057533,,"Comment: “Forestry influences on salmonid habitat in the North Thompson River watershed, British Columbia”",Moore R.D.,Canadian Journal of Fisheries and Aquatic Sciences,2024-03-01,0,Journal,Note,,81,10.1139/cjfas-2023-0259,The University of British Columbia-Vancouver-Canada
85187445380,21101038507,21698953,21698961,,Accounting for Winter Warming Events in the Ecosystem Model LPJ-GUESS: Evaluation and Outlook,Pascual D.,Journal of Geophysical Research: Biogeosciences,2024-03-01,0,Journal,Article,e2023JG007464,129,10.1029/2023JG007464,"Institutionen för Naturgeografi och Ekosystemvetenskap, Lunds Universitet-Lund-Sweden"
85187444503,62932,,19961073,,Improved Cook Stoves to Meet Sustainable Development Goal in Ethiopia,Tesfay A.,Energies,2024-03-01,0,Journal,Article,1011,17,10.3390/en17051011,Mekelle University-Makale-EthiopiaxNorges Teknisk-Naturvitenskapelige Universitet-Trondheim-Norway
85187444417,21101038511,21699275,21699291,,Surface Heat Fluxes Drive a Two-Phase Response in Southern Ocean Mode Water Stratification,Pimm C.,Journal of Geophysical Research: Oceans,2024-03-01,0,Journal,Article,e2023JC020795,129,10.1029/2023JC020795,University of Liverpool-Liverpool-United Kingdom
85187444305,86430,,20724292,,Applicability Comparison of GIS-Based RUSLE and SEMMA for Risk Assessment of Soil Erosion in Wildfire Watersheds,Shin S.S.,Remote Sensing,2024-03-01,0,Journal,Article,932,16,10.3390/rs16050932,Gangneung-Wonju National University-Gangneung-South Korea
85187443209,86430,,20724292,,"Sea Level Rise, Land Subsidence, and Flood Disaster Vulnerability Assessment: A Case Study in Medan City, Indonesia",Lumban-Gaol J.,Remote Sensing,2024-03-01,0,Journal,Article,865,16,10.3390/rs16050865,IPB University-Bogor-Indonesia
85187442196,15131,13541013,13652486,,Unravelling the role of tropical cyclones in shaping present species distributions,Thonis A.,Global Change Biology,2024-03-01,0,Journal,Article,e17232,30,10.1111/gcb.17232,Stony Brook University-Stony Brook-United States
85187439897,37316,00084271,19181841,,Tillage effects on growing season nitrous oxide emissions in Canadian cropland soils,Pelster D.E.,Canadian Journal of Soil Science,2024-03-01,0,Journal,Article,,104,10.1139/cjss-2023-0075,Ottawa Research and Development Centre-Ottawa-Canada
85187439299,21100788294,,22237747,,"Elevation Influences Belowground Biomass Proportion in Forests by Affecting Climatic Factors, Soil Nutrients and Key Leaf Traits",Zhang X.,Plants,2024-03-01,0,Journal,Article,674,13,10.3390/plants13050674,Xinjiang Normal University-Urumqi-China
85187439249,12016,0706652X,12057533,,Electronic tagging and tracking aquatic animals to understand a world increasingly shaped by a changing climate and extreme weather events,Lennox R.J.,Canadian Journal of Fisheries and Aquatic Sciences,2024-03-01,0,Journal,Article,,81,10.1139/cjfas-2023-0145,"NORCE Norwegian Research Centre AS-Bergen-NorwayxDalhousie University, Faculty of Medicine-Halifax-CanadaxTrondheim hovedkontor-Trondheim-Norway"
85187438004,86430,,20724292,,Integrating Dendrochronological and LiDAR Data to Improve Management of Pinus canariensis Forests under Different Thinning and Climatic Scenarios,Navarro-Cerrillo R.M.,Remote Sensing,2024-03-01,0,Journal,Article,850,16,10.3390/rs16050850,Universidad de Córdoba-Cordoba-Spain
